,Frame,Num_detections,Yolo_det,Sort_tracks,Sort_track_nums
334,334,2,"[[8, 89, 85, 236, 0.9995], [198, 217, 342, 362, 0.9513]]","[[197, 201, 336, 373, 3], [7, 90, 86, 232, 2]]","[3, 2]"
335,335,2,"[[12, 109, 83, 248, 0.9976], [189, 220, 348, 360, 0.9145]]","[[195, 210, 341, 372, 3], [8, 100, 85, 242, 2]]","[3, 2]"
336,336,2,"[[217, 206, 369, 379, 0.9977], [6, 71, 85, 224, 0.9434]]","[[211, 211, 359, 377, 3], [7, 82, 84, 227, 2]]","[3, 2]"
337,337,2,"[[227, 199, 364, 378, 0.9777], [10, 91, 81, 233, 0.84]]","[[220, 207, 366, 377, 3], [7, 86, 83, 230, 2]]","[3, 2]"
338,338,2,"[[228, 196, 364, 378, 0.991], [6, 91, 85, 228, 0.7899]]","[[224, 204, 368, 377, 3], [7, 87, 83, 229, 2]]","[3, 2]"
339,339,2,"[[226, 198, 363, 379, 0.9972], [6, 89, 82, 230, 0.8602]]","[[225, 203, 367, 378, 3], [6, 87, 82, 228, 2]]","[3, 2]"
340,340,2,"[[228, 198, 366, 377, 0.9994], [8, 99, 83, 219, 0.9783]]","[[227, 201, 368, 378, 3], [6, 90, 83, 225, 2]]","[3, 2]"
341,341,2,"[[226, 201, 364, 378, 0.9995], [8, 69, 77, 230, 0.9956]]","[[226, 202, 367, 380, 3], [5, 80, 80, 222, 2]]","[3, 2]"
342,342,2,"[[227, 207, 371, 374, 0.9968], [8, 69, 77, 228, 0.9865]]","[[228, 204, 370, 379, 3], [6, 75, 79, 221, 2]]","[3, 2]"
343,343,2,"[[238, 212, 376, 375, 0.9941], [7, 70, 78, 226, 0.9863]]","[[234, 207, 376, 380, 3], [6, 73, 78, 221, 2]]","[3, 2]"
344,344,2,"[[5, 74, 83, 221, 0.9985], [237, 228, 386, 367, 0.9664]]","[[238, 216, 382, 378, 3], [6, 72, 80, 220, 2]]","[3, 2]"
345,345,2,"[[6, 72, 83, 223, 0.9976], [218, 256, 433, 370, 0.9849]]","[[238, 236, 404, 380, 3], [6, 71, 81, 220, 2]]","[3, 2]"
346,346,2,"[[250, 259, 424, 380, 0.9999], [5, 78, 81, 219, 0.9996]]","[[248, 248, 417, 385, 3], [5, 73, 80, 220, 2]]","[3, 2]"
347,347,2,"[[4, 71, 79, 227, 1.0], [258, 271, 429, 376, 0.9999]]","[[255, 258, 427, 386, 3], [4, 73, 79, 222, 2]]","[3, 2]"
348,348,2,"[[5, 71, 81, 229, 0.9998], [265, 287, 432, 383, 0.9997]]","[[261, 273, 433, 391, 3], [4, 72, 80, 224, 2]]","[3, 2]"
349,349,2,"[[263, 288, 433, 384, 0.9997], [5, 74, 81, 227, 0.9986]]","[[263, 280, 435, 392, 3], [4, 73, 80, 225, 2]]","[3, 2]"
350,350,2,"[[1, 93, 89, 226, 0.9997], [259, 280, 436, 374, 0.9994]]","[[262, 278, 437, 385, 3], [4, 82, 83, 228, 2]]","[3, 2]"
351,351,2,"[[294, 287, 474, 376, 1.0], [7, 89, 94, 234, 0.9998]]","[[285, 282, 462, 384, 3], [7, 86, 88, 232, 2]]","[3, 2]"
352,352,2,"[[8, 91, 93, 235, 0.9995], [342, 274, 483, 367, 0.9961]]","[[317, 276, 484, 376, 3], [8, 88, 90, 234, 2]]","[3, 2]"
353,353,2,"[[7, 93, 93, 237, 0.9997], [352, 264, 497, 366, 0.9994]]","[[338, 269, 499, 370, 3], [8, 91, 91, 236, 2]]","[3, 2]"
354,354,2,"[[6, 88, 93, 241, 0.9991], [376, 254, 501, 354, 0.9595]]","[[359, 259, 510, 360, 3], [7, 90, 92, 238, 2]]","[3, 2]"
355,355,2,"[[5, 86, 93, 242, 0.9978], [378, 252, 503, 353, 0.8186]]","[[369, 255, 514, 355, 3], [6, 89, 92, 239, 2]]","[3, 2]"
356,356,2,"[[4, 88, 99, 243, 0.9852], [383, 253, 509, 343, 0.7579]]","[[377, 251, 517, 349, 3], [6, 89, 94, 240, 2]]","[3, 2]"
357,357,2,"[[4, 86, 100, 246, 0.9122], [380, 247, 512, 337, 0.5616]]","[[380, 247, 518, 342, 3], [6, 88, 96, 242, 2]]","[3, 2]"
358,358,2,"[[389, 247, 509, 334, 0.8528], [2, 85, 103, 247, 0.8229]]","[[385, 245, 518, 338, 3], [5, 87, 99, 244, 2]]","[3, 2]"
359,359,2,"[[5, 90, 102, 242, 0.9698], [401, 244, 512, 327, 0.5242]]","[[394, 241, 521, 332, 3], [6, 88, 100, 243, 2]]","[3, 2]"
360,360,2,"[[6, 95, 101, 236, 0.9962], [423, 252, 502, 342, 0.2867]]","[[406, 248, 520, 338, 3], [6, 90, 100, 241, 2]]","[3, 2]"
361,361,2,"[[5, 96, 98, 236, 0.9523], [432, 250, 496, 329, 0.9477]]","[[416, 246, 516, 334, 3], [5, 91, 99, 240, 2]]","[3, 2]"
362,362,2,"[[6, 99, 94, 235, 0.994], [431, 249, 494, 327, 0.8764]]","[[421, 245, 511, 331, 3], [4, 94, 97, 239, 2]]","[3, 2]"
363,363,2,"[[429, 244, 499, 327, 0.9675], [3, 113, 95, 231, 0.9076]]","[[424, 243, 509, 328, 3], [3, 101, 96, 238, 2]]","[3, 2]"
364,364,2,"[[429, 235, 500, 326, 0.9422], [2, 113, 95, 233, 0.5309]]","[[427, 239, 507, 325, 3], [2, 106, 95, 238, 2]]","[3, 2]"
365,365,2,"[[3, 118, 103, 229, 0.9194], [454, 223, 512, 312, 0.8795]]","[[442, 228, 516, 315, 3], [3, 110, 99, 236, 2]]","[3, 2]"
366,366,1,"[[13, 121, 111, 226, 0.8331]]","[[448, 227, 522, 313, 3], [10, 113, 106, 233, 2]]","[3, 2]"
367,367,1,"[[12, 119, 111, 226, 0.8749]]","[[12, 115, 109, 231, 2]]",[2]
368,368,1,"[[3, 114, 100, 230, 0.7314]]","[[6, 114, 103, 230, 2]]",[2]
369,369,1,"[[4, 116, 102, 231, 0.8176]]","[[5, 115, 102, 231, 2]]",[2]
370,370,1,"[[6, 120, 99, 225, 0.9695]]","[[4, 116, 101, 229, 2]]",[2]
371,371,1,"[[0, 103, 101, 223, 0.1355]]","[[2, 109, 100, 223, 2]]",[2]
372,372,1,"[[0, 125, 106, 219, 0.5382]]","[[2, 115, 102, 224, 2]]",[2]
373,373,1,"[[0, 129, 104, 217, 0.1791]]","[[1, 120, 102, 223, 2]]",[2]
374,374,1,"[[0, 131, 102, 219, 0.3886]]","[[0, 125, 102, 223, 2]]",[2]
375,375,1,"[[0, 132, 99, 217, 0.2723]]","[[0, 127, 100, 221, 2]]",[2]
376,376,1,"[[0, 133, 100, 217, 0.7125]]","[[0, 129, 100, 220, 2]]",[2]
377,377,1,"[[0, 131, 105, 219, 0.5791]]","[[0, 130, 102, 220, 2]]",[2]
378,378,1,"[[0, 124, 100, 231, 0.143]]","[[0, 129, 101, 224, 2]]",[2]
379,379,1,"[[0, 123, 99, 230, 0.1327]]","[[0, 128, 100, 225, 2]]",[2]
380,380,1,"[[0, 127, 111, 221, 0.3428]]","[[1, 126, 105, 223, 2]]",[2]
381,381,1,"[[0, 127, 112, 222, 0.2788]]","[[2, 126, 108, 222, 2]]",[2]
382,382,1,"[[0, 124, 117, 226, 0.2969]]","[[2, 126, 111, 223, 2]]",[2]
383,383,2,"[[468, 243, 507, 291, 0.1633], [0, 128, 115, 223, 0.1096]]","[[2, 126, 112, 223, 2]]",[2]
384,384,2,"[[459, 219, 512, 313, 0.3347], [0, 126, 116, 224, 0.3132]]","[[457, 224, 513, 307, 4], [2, 126, 114, 223, 2]]","[4, 2]"
385,385,2,"[[446, 217, 511, 295, 0.6665], [0, 127, 117, 222, 0.0965]]","[[446, 213, 510, 299, 4], [1, 126, 115, 223, 2]]","[4, 2]"
386,386,2,"[[447, 222, 511, 285, 0.8775], [0, 128, 116, 226, 0.468]]","[[446, 214, 510, 291, 4], [1, 127, 115, 224, 2]]","[4, 2]"
387,387,2,"[[442, 209, 512, 293, 0.9952], [0, 123, 93, 228, 0.101]]","[[441, 208, 511, 291, 4], [-3, 126, 104, 225, 2]]","[4, 2]"
388,388,2,"[[446, 226, 509, 311, 0.9902], [0, 128, 118, 223, 0.2047]]","[[442, 219, 510, 305, 4], [0, 126, 111, 224, 2]]","[4, 2]"
389,389,2,"[[437, 226, 504, 310, 0.9623], [0, 127, 119, 221, 0.0984]]","[[436, 223, 506, 309, 4], [1, 126, 114, 222, 2]]","[4, 2]"
390,390,2,"[[428, 225, 510, 308, 0.972], [0, 127, 117, 224, 0.3943]]","[[431, 222, 506, 310, 4], [1, 126, 115, 223, 2]]","[4, 2]"
391,391,2,"[[429, 225, 507, 310, 0.9976], [0, 127, 119, 221, 0.1339]]","[[428, 222, 506, 312, 4], [1, 126, 117, 222, 2]]","[4, 2]"
392,392,2,"[[426, 227, 510, 311, 0.9828], [0, 128, 118, 221, 0.3763]]","[[426, 224, 507, 313, 4], [1, 126, 117, 222, 2]]","[4, 2]"
393,393,2,"[[430, 230, 507, 312, 0.9956], [0, 123, 94, 228, 0.111]]","[[426, 226, 507, 314, 4], [-3, 126, 106, 223, 2]]","[4, 2]"
394,394,2,"[[431, 225, 507, 310, 0.997], [0, 125, 93, 223, 0.2141]]","[[427, 224, 508, 313, 4], [-4, 125, 100, 223, 2]]","[4, 2]"
395,395,2,"[[431, 228, 509, 310, 0.9978], [0, 125, 120, 223, 0.3976]]","[[428, 225, 509, 312, 4], [0, 125, 110, 222, 2]]","[4, 2]"
396,396,2,"[[430, 228, 510, 313, 0.9978], [0, 126, 119, 224, 0.6286]]","[[428, 226, 509, 314, 4], [2, 125, 114, 223, 2]]","[4, 2]"
397,397,2,"[[430, 228, 510, 312, 0.9981], [0, 130, 115, 222, 0.7936]]","[[428, 226, 510, 314, 4], [1, 127, 114, 223, 2]]","[4, 2]"
398,398,2,"[[431, 228, 510, 314, 0.9973], [0, 129, 117, 222, 0.702]]","[[428, 226, 510, 314, 4], [1, 127, 115, 223, 2]]","[4, 2]"
399,399,2,"[[430, 228, 511, 314, 0.9989], [0, 128, 118, 222, 0.6954]]","[[428, 227, 511, 315, 4], [1, 127, 116, 222, 2]]","[4, 2]"
400,400,2,"[[429, 225, 510, 313, 0.999], [0, 130, 117, 226, 0.7808]]","[[428, 225, 510, 314, 4], [0, 129, 116, 224, 2]]","[4, 2]"
401,401,2,"[[430, 224, 510, 310, 0.999], [0, 128, 117, 224, 0.1592]]","[[428, 223, 510, 312, 4], [0, 128, 116, 224, 2]]","[4, 2]"
402,402,2,"[[431, 227, 510, 311, 0.9986], [0, 127, 118, 225, 0.292]]","[[428, 224, 511, 312, 4], [0, 128, 117, 224, 2]]","[4, 2]"
403,403,2,"[[429, 224, 511, 311, 0.9977], [2, 127, 90, 222, 0.1918]]","[[428, 223, 511, 312, 4], [-3, 127, 104, 223, 2]]","[4, 2]"
404,404,2,"[[427, 217, 511, 312, 0.9949], [3, 128, 91, 223, 0.1193]]","[[427, 220, 511, 311, 4], [-3, 127, 99, 223, 2]]","[4, 2]"
405,405,2,"[[422, 221, 512, 309, 0.966], [0, 127, 116, 224, 0.1008]]","[[424, 219, 510, 310, 4], [1, 127, 107, 223, 2]]","[4, 2]"
406,406,2,"[[426, 223, 512, 313, 0.9931], [1, 120, 92, 206, 0.0985]]","[[424, 221, 511, 312, 4], [-1, 120, 100, 213, 2]]","[4, 2]"
407,407,2,"[[428, 219, 510, 319, 0.9983], [0, 128, 115, 223, 0.2227]]","[[425, 221, 511, 315, 4], [1, 125, 107, 219, 2]]","[4, 2]"
408,408,2,"[[428, 222, 509, 319, 0.9933], [0, 142, 130, 233, 0.0495]]","[[425, 221, 511, 317, 4], [5, 135, 117, 228, 2]]","[4, 2]"
409,409,2,"[[431, 221, 508, 326, 0.9975], [0, 128, 117, 223, 0.261]]","[[427, 223, 510, 321, 4], [2, 131, 116, 224, 2]]","[4, 2]"
410,410,2,"[[435, 233, 504, 324, 0.9983], [0, 143, 128, 230, 0.1511]]","[[429, 227, 509, 325, 4], [3, 137, 121, 229, 2]]","[4, 2]"
411,411,2,"[[435, 233, 504, 324, 0.9982], [0, 143, 130, 231, 0.2547]]","[[430, 230, 508, 326, 4], [3, 140, 124, 231, 2]]","[4, 2]"
412,412,2,"[[436, 233, 504, 324, 0.9972], [0, 127, 121, 224, 0.3884]]","[[432, 231, 507, 326, 4], [1, 133, 122, 225, 2]]","[4, 2]"
413,413,3,"[[435, 239, 504, 323, 0.9988], [0, 142, 129, 231, 0.1471], [458, 170, 504, 266, 0.0771]]","[[432, 234, 506, 326, 4], [2, 138, 125, 229, 2]]","[4, 2]"
414,414,3,"[[435, 237, 503, 321, 0.9982], [454, 183, 506, 261, 0.9482], [0, 143, 129, 231, 0.2639]]","[[455, 179, 504, 264, 5], [432, 234, 505, 324, 4], [2, 141, 126, 231, 2]]","[5, 4, 2]"
415,415,2,"[[437, 239, 501, 323, 0.9969], [0, 143, 128, 231, 0.1633]]","[[455, 185, 502, 266, 5], [433, 236, 504, 325, 4], [1, 142, 127, 231, 2]]","[5, 4, 2]"
416,416,3,"[[436, 240, 503, 323, 0.9977], [0, 144, 129, 231, 0.1719], [469, 124, 507, 250, 0.1006]]","[[464, 137, 511, 238, 5], [434, 237, 504, 325, 4], [1, 143, 127, 232, 2]]","[5, 4, 2]"
417,417,3,"[[437, 241, 500, 323, 0.9987], [461, 143, 502, 262, 0.7582], [0, 141, 131, 233, 0.0481]]","[[460, 142, 506, 249, 5], [434, 239, 502, 325, 4], [1, 142, 129, 232, 2]]","[5, 4, 2]"
418,418,4,"[[427, 224, 503, 321, 0.9855], [471, 113, 506, 230, 0.9006], [0, 142, 129, 232, 0.1013], [428, 0, 458, 400, 0.0422]]","[[466, 121, 508, 230, 5], [430, 231, 501, 320, 4], [0, 142, 129, 232, 2]]","[5, 4, 2]"
419,419,3,"[[427, 227, 507, 315, 0.9743], [469, 116, 506, 255, 0.9592], [0, 142, 131, 232, 0.1504]]","[[467, 121, 508, 238, 5], [429, 228, 503, 317, 4], [0, 142, 129, 232, 2]]","[5, 4, 2]"
420,420,2,"[[428, 227, 509, 310, 0.857], [1, 120, 99, 234, 0.6736]]","[[468, 113, 510, 231, 5], [429, 225, 505, 313, 4], [-5, 133, 116, 228, 2]]","[5, 4, 2]"
421,421,2,"[[0, 121, 126, 216, 0.906], [431, 224, 506, 309, 0.8407]]","[[430, 223, 506, 311, 4], [-1, 125, 121, 220, 2]]","[4, 2]"
422,422,3,"[[433, 223, 508, 314, 0.8595], [0, 111, 102, 221, 0.4425], [465, 121, 508, 223, 0.2391]]","[[466, 114, 508, 225, 5], [431, 223, 507, 312, 4], [-4, 118, 112, 217, 2]]","[5, 4, 2]"
423,423,2,"[[441, 221, 510, 316, 0.9975], [3, 119, 126, 215, 0.5465]]","[[466, 109, 508, 220, 5], [436, 222, 510, 313, 4], [1, 118, 120, 215, 2]]","[5, 4, 2]"
424,424,2,"[[452, 220, 511, 316, 0.9766], [14, 111, 116, 233, 0.9694]]","[[443, 221, 513, 313, 4], [6, 118, 120, 221, 2]]","[4, 2]"
425,425,3,"[[10, 111, 121, 234, 0.9945], [457, 216, 512, 318, 0.219], [472, 89, 508, 199, 0.0726]]","[[470, 90, 509, 199, 5], [449, 220, 515, 314, 4], [7, 117, 122, 225, 2]]","[5, 4, 2]"
426,426,3,"[[21, 109, 109, 233, 0.9667], [460, 103, 508, 210, 0.4662], [417, 0, 452, 400, 0.0994]]","[[417, -5, 451, 405, 6], [464, 96, 507, 205, 5], [450, 219, 517, 314, 4], [11, 115, 118, 226, 2]]","[6, 5, 4, 2]"
427,427,2,"[[16, 96, 109, 232, 0.9098], [443, 72, 512, 201, 0.2015]]","[[416, -7, 450, 407, 6], [454, 78, 506, 200, 5], [11, 107, 115, 224, 2]]","[6, 5, 2]"
428,428,2,"[[18, 92, 107, 234, 0.9913], [407, 61, 500, 163, 0.6594]]","[[429, 61, 495, 177, 5], [12, 102, 113, 225, 2]]","[5, 2]"
429,429,2,"[[379, 54, 485, 159, 0.9283], [8, 108, 116, 219, 0.4422]]","[[402, 51, 481, 165, 5], [11, 103, 113, 222, 2]]","[5, 2]"
430,430,2,"[[21, 90, 106, 233, 0.9859], [398, 60, 462, 170, 0.0649]]","[[394, 53, 470, 166, 5], [14, 99, 112, 223, 2]]","[5, 2]"
431,431,2,"[[383, 61, 470, 165, 0.6379], [22, 87, 107, 236, 0.3741]]","[[387, 53, 466, 165, 5], [16, 96, 111, 226, 2]]","[5, 2]"
432,432,2,"[[328, 30, 452, 136, 0.637], [22, 91, 108, 232, 0.2814]]","[[354, 34, 447, 146, 5], [18, 94, 111, 227, 2]]","[5, 2]"
433,433,2,"[[316, 40, 447, 123, 0.9853], [15, 37, 122, 244, 0.1967]]","[[332, 30, 438, 133, 5], [17, 71, 116, 223, 2]]","[5, 2]"
434,434,2,"[[301, 33, 440, 121, 0.9997], [23, 83, 111, 240, 0.2667]]","[[314, 26, 431, 125, 5], [19, 79, 115, 232, 2]]","[5, 2]"
435,435,2,"[[285, 33, 441, 115, 0.9997], [24, 87, 107, 241, 0.7113]]","[[298, 25, 428, 119, 5], [20, 83, 112, 237, 2]]","[5, 2]"
436,436,2,"[[278, 29, 442, 110, 1.0], [22, 88, 109, 239, 0.4542]]","[[287, 22, 428, 113, 5], [20, 85, 111, 238, 2]]","[5, 2]"
437,437,2,"[[261, 29, 438, 112, 1.0], [24, 85, 109, 241, 0.831]]","[[273, 22, 426, 112, 5], [21, 85, 111, 239, 2]]","[5, 2]"
438,438,2,"[[252, 30, 431, 112, 1.0], [18, 84, 112, 239, 0.7576]]","[[260, 23, 422, 111, 5], [20, 84, 110, 238, 2]]","[5, 2]"
439,439,2,"[[231, 31, 431, 115, 1.0], [18, 88, 107, 231, 0.9997]]","[[244, 25, 419, 113, 5], [18, 84, 108, 235, 2]]","[5, 2]"
440,440,2,"[[227, 26, 416, 118, 0.9997], [20, 88, 106, 227, 0.9403]]","[[231, 24, 412, 114, 5], [18, 84, 107, 232, 2]]","[5, 2]"
441,441,2,"[[205, 30, 413, 123, 1.0], [22, 85, 105, 229, 0.9934]]","[[215, 26, 405, 118, 5], [19, 83, 107, 230, 2]]","[5, 2]"
442,442,2,"[[193, 35, 415, 130, 1.0], [9, 50, 128, 230, 0.609]]","[[202, 30, 404, 124, 5], [18, 66, 115, 224, 2]]","[5, 2]"
443,443,2,"[[191, 34, 402, 127, 0.9999], [8, 38, 119, 231, 0.533]]","[[192, 31, 399, 125, 5], [14, 53, 115, 221, 2]]","[5, 2]"
444,444,2,"[[189, 36, 393, 132, 0.9985], [0, 39, 115, 229, 0.985]]","[[185, 33, 393, 129, 5], [7, 47, 112, 221, 2]]","[5, 2]"
445,445,2,"[[195, 37, 379, 135, 0.9997], [7, 31, 113, 241, 0.9822]]","[[183, 34, 386, 132, 5], [6, 42, 112, 226, 2]]","[5, 2]"
446,446,2,"[[197, 30, 370, 139, 0.9936], [8, 20, 117, 252, 0.8425]]","[[182, 33, 379, 134, 5], [7, 36, 115, 233, 2]]","[5, 2]"
447,447,2,"[[208, 33, 363, 134, 0.9995], [27, 92, 106, 233, 0.7764]]","[[188, 32, 374, 133, 5], [14, 60, 115, 243, 2]]","[5, 2]"
448,448,2,"[[217, 30, 361, 133, 0.9998], [25, 98, 101, 229, 0.9868]]","[[195, 30, 372, 132, 5], [16, 74, 111, 244, 2]]","[5, 2]"
449,449,2,"[[215, 30, 371, 134, 0.9999], [24, 97, 99, 222, 0.9718]]","[[201, 29, 373, 133, 5], [17, 80, 107, 238, 2]]","[5, 2]"
450,450,2,"[[208, 31, 370, 134, 0.9988], [23, 93, 102, 224, 0.9978]]","[[201, 29, 372, 133, 5], [18, 83, 106, 234, 2]]","[5, 2]"
451,451,2,"[[27, 64, 104, 235, 0.9988], [205, 39, 367, 137, 0.9679]]","[[199, 33, 369, 136, 5], [21, 75, 106, 230, 2]]","[5, 2]"
452,452,2,"[[28, 70, 108, 230, 0.9973], [201, 36, 372, 141, 0.955]]","[[198, 34, 369, 139, 5], [25, 72, 108, 229, 2]]","[5, 2]"
453,453,2,"[[30, 72, 107, 228, 0.9967], [202, 31, 377, 145, 0.9426]]","[[199, 33, 373, 141, 5], [27, 71, 108, 228, 2]]","[5, 2]"
454,454,2,"[[31, 71, 106, 230, 0.9956], [195, 40, 381, 151, 0.933]]","[[196, 37, 375, 147, 5], [28, 71, 108, 228, 2]]","[5, 2]"
455,455,2,"[[28, 70, 103, 227, 0.9988], [195, 40, 380, 153, 0.9671]]","[[195, 39, 376, 150, 5], [27, 70, 105, 227, 2]]","[5, 2]"
456,456,2,"[[28, 70, 103, 225, 0.9993], [194, 48, 379, 156, 0.9812]]","[[193, 44, 377, 155, 5], [27, 69, 104, 226, 2]]","[5, 2]"
457,457,2,"[[23, 71, 104, 222, 0.9994], [200, 46, 383, 170, 0.9859]]","[[195, 47, 380, 163, 5], [25, 69, 103, 224, 2]]","[5, 2]"
458,458,2,"[[24, 71, 103, 220, 0.9996], [203, 46, 386, 179, 0.9644]]","[[198, 49, 384, 170, 5], [24, 69, 103, 222, 2]]","[5, 2]"
459,459,2,"[[25, 71, 103, 223, 0.9993], [237, 80, 346, 196, 0.9111]]","[[207, 68, 373, 189, 5], [24, 69, 103, 222, 2]]","[5, 2]"
460,460,2,"[[23, 69, 107, 224, 0.9993], [225, 74, 363, 193, 0.9963]]","[[212, 72, 371, 193, 5], [24, 69, 104, 223, 2]]","[5, 2]"
461,461,2,"[[208, 46, 338, 237, 0.9984], [27, 68, 106, 231, 0.9979]]","[[201, 71, 356, 207, 5], [25, 70, 105, 226, 2]]","[5, 2]"
462,462,2,"[[30, 66, 109, 232, 0.995], [209, 53, 335, 245, 0.9936]]","[[198, 72, 348, 220, 5], [28, 69, 108, 228, 2]]","[5, 2]"
463,463,2,"[[27, 94, 106, 225, 0.9958], [215, 56, 319, 261, 0.9621]]","[[198, 76, 338, 235, 5], [27, 80, 107, 231, 2]]","[5, 2]"
464,464,2,"[[23, 87, 111, 231, 0.9988], [201, 67, 308, 265, 0.9944]]","[[192, 79, 324, 247, 5], [26, 83, 108, 232, 2]]","[5, 2]"
465,465,2,"[[28, 85, 112, 235, 0.9931], [197, 98, 315, 249, 0.9893]]","[[191, 89, 320, 253, 5], [27, 84, 110, 234, 2]]","[5, 2]"
466,466,2,"[[25, 90, 116, 235, 0.9897], [211, 76, 313, 251, 0.9638]]","[[197, 84, 319, 251, 5], [27, 87, 112, 235, 2]]","[5, 2]"
467,467,2,"[[23, 96, 114, 230, 0.9939], [220, 97, 312, 244, 0.3676]]","[[205, 89, 319, 252, 5], [25, 90, 112, 234, 2]]","[5, 2]"
468,468,2,"[[21, 104, 110, 227, 0.9981], [219, 79, 316, 260, 0.8727]]","[[209, 87, 320, 255, 5], [23, 96, 110, 233, 2]]","[5, 2]"
469,469,2,"[[18, 104, 108, 230, 0.9993], [224, 82, 313, 270, 0.1674]]","[[213, 89, 319, 262, 5], [20, 99, 108, 233, 2]]","[5, 2]"
470,470,2,"[[17, 100, 109, 231, 0.9983], [216, 120, 328, 262, 0.6185]]","[[215, 104, 323, 269, 5], [18, 99, 108, 232, 2]]","[5, 2]"
471,471,2,"[[20, 96, 110, 235, 0.9876], [219, 101, 316, 256, 0.246]]","[[215, 101, 320, 264, 5], [19, 98, 109, 233, 2]]","[5, 2]"
472,472,2,"[[21, 103, 108, 227, 0.9924], [236, 160, 334, 304, 0.1645]]","[[226, 137, 330, 295, 5], [19, 99, 108, 231, 2]]","[5, 2]"
473,473,2,"[[18, 97, 108, 235, 0.9977], [234, 142, 337, 312, 0.9331]]","[[230, 144, 335, 306, 5], [18, 99, 108, 232, 2]]","[5, 2]"
474,474,2,"[[18, 96, 110, 235, 0.9953], [236, 158, 339, 320, 0.7457]]","[[233, 155, 338, 317, 5], [18, 98, 108, 233, 2]]","[5, 2]"
475,475,2,"[[17, 95, 111, 236, 0.99], [235, 161, 353, 317, 0.6336]]","[[237, 159, 345, 321, 5], [18, 97, 109, 234, 2]]","[5, 2]"
476,476,2,"[[23, 93, 107, 239, 0.9791], [251, 165, 362, 333, 0.8155]]","[[246, 166, 356, 330, 5], [19, 96, 109, 235, 2]]","[5, 2]"
477,477,2,"[[23, 95, 108, 236, 0.9867], [247, 163, 361, 349, 0.834]]","[[247, 170, 359, 341, 5], [21, 96, 109, 235, 2]]","[5, 2]"
478,478,2,"[[21, 96, 109, 236, 0.9872], [253, 155, 361, 363, 0.3434]]","[[250, 169, 362, 350, 5], [21, 96, 109, 235, 2]]","[5, 2]"
479,479,2,"[[21, 95, 109, 237, 0.9879], [247, 149, 356, 368, 0.3266]]","[[247, 165, 359, 357, 5], [20, 96, 109, 236, 2]]","[5, 2]"
480,480,2,"[[21, 98, 109, 232, 0.9893], [243, 150, 355, 376, 0.7088]]","[[244, 164, 357, 365, 5], [20, 96, 109, 234, 2]]","[5, 2]"
481,481,2,"[[21, 100, 110, 232, 0.9918], [246, 214, 366, 350, 0.4251]]","[[246, 187, 363, 368, 5], [21, 97, 109, 234, 2]]","[5, 2]"
482,482,2,"[[20, 104, 110, 226, 0.9991], [233, 195, 325, 316, 0.6296]]","[[232, 183, 344, 348, 5], [20, 99, 109, 231, 2]]","[5, 2]"
483,483,2,"[[20, 103, 110, 229, 0.9991], [228, 204, 376, 366, 0.99]]","[[236, 197, 358, 362, 5], [20, 100, 109, 231, 2]]","[5, 2]"
484,484,2,"[[20, 101, 110, 231, 0.9976], [229, 206, 374, 367, 0.9939]]","[[235, 203, 364, 368, 5], [20, 100, 109, 231, 2]]","[5, 2]"
485,485,2,"[[232, 208, 383, 371, 0.9977], [19, 98, 109, 233, 0.9962]]","[[237, 207, 373, 372, 5], [19, 99, 109, 231, 2]]","[5, 2]"
486,486,2,"[[19, 94, 109, 240, 0.9994], [238, 227, 387, 368, 0.9793]]","[[240, 217, 380, 376, 5], [19, 98, 109, 234, 2]]","[5, 2]"
487,487,2,"[[11, 109, 115, 236, 0.9997], [242, 223, 425, 364, 0.962]]","[[249, 220, 402, 373, 5], [16, 104, 110, 237, 2]]","[5, 2]"
488,488,2,"[[6, 106, 120, 242, 0.9998], [252, 225, 441, 365, 0.9642]]","[[258, 222, 422, 372, 5], [13, 106, 112, 240, 2]]","[5, 2]"
489,489,3,"[[6, 107, 116, 242, 0.9993], [258, 250, 426, 374, 0.9989], [471, 248, 507, 287, 0.0411]]","[[259, 237, 425, 379, 5], [10, 107, 112, 241, 2]]","[5, 2]"
490,490,3,"[[267, 273, 426, 373, 0.9995], [0, 116, 110, 238, 0.9922], [469, 236, 508, 300, 0.651]]","[[467, 239, 509, 296, 7], [263, 254, 429, 384, 5], [4, 110, 109, 241, 2]]","[7, 5, 2]"
491,491,3,"[[304, 283, 440, 379, 0.9978], [448, 235, 506, 314, 0.9706], [10, 110, 116, 240, 0.6496]]","[[449, 236, 506, 312, 7], [284, 268, 444, 389, 5], [8, 110, 113, 241, 2]]","[7, 5, 2]"
492,492,3,"[[317, 288, 438, 376, 0.9955], [437, 235, 504, 313, 0.9705], [10, 130, 113, 219, 0.6884]]","[[437, 233, 502, 316, 7], [299, 276, 450, 389, 5], [8, 116, 114, 234, 2]]","[7, 5, 2]"
493,493,3,"[[316, 294, 448, 387, 0.9898], [432, 242, 510, 306, 0.9777], [2, 129, 111, 221, 0.0909]]","[[433, 235, 505, 314, 7], [308, 286, 454, 394, 5], [4, 120, 111, 230, 2]]","[7, 5, 2]"
494,494,3,"[[317, 294, 451, 386, 0.9597], [430, 243, 510, 306, 0.9196], [2, 131, 111, 222, 0.6212]]","[[430, 237, 506, 312, 7], [313, 290, 456, 394, 5], [2, 124, 110, 228, 2]]","[7, 5, 2]"
